Orlando Bloom,1872766986.0
Robert Downey Jr.,1705550693.0
James Franco,1701867383.0
John Ratzenberger,1586229220.0
Morgan Freeman,1419284244.0
Kristen Stewart,1336856408.0
Judy Greer,1198610442.0
Vin Diesel,1193764891.0
Thomas Kretschmann,1181164792.0
Adam Sandler,1102544695.0
