Johnny Depp,3719618399.0
Harrison Ford,3391556163.0
Tom Hanks,3264559076.0
Tom Cruise,2987621999.0
J.K. Simmons,2856407143.0
Will Smith,2762617667.0
Chris Hemsworth,2729132988.0
Leonardo DiCaprio,2640581774.0
Robert Downey Jr.,2456990061.0
Jennifer Lawrence,2367856024.0
