Scarlett Johansson,1758633436.0
Kirsten Dunst,1562368932.0
Steve Coogan,1393134638.0
Anne Hathaway,1217808439.0
Jack Davenport,1119117600.0
Taylor Lautner,881221480.0
Rupert Grint,841310104.0
James Nesbitt,816464953.0
Kenny Baker,812426674.0
Anna Kendrick,811419412.0
